student_id,name,university,faculty,year_of_study,average_mark,attendance,failed_modules,missed_assignments
NSFAS008791,Busisiwe Zulu,University of Johannesburg,Commerce,1,69.66,80.0,1,5
NSFAS008792,Nokuthula Mthembu,University of Cape Town,Commerce,4,44.54,21.0,1,1
NSFAS008793,Zanele Mkhize,University of Stellenbosch,Arts,3,75.0,91.0,1,2
NSFAS008794,Thabo Mokoena,University of the Free State,Education,3,40.0,53.0,4,2
NSFAS008795,Andile Khumalo,University of Stellenbosch,Commerce,4,30.0,29.0,3,4
NSFAS008796,Phumzile Mabaso,University of Johannesburg,Education,1,41.47,30.0,1,4
NSFAS008797,Sibusiso Mhlongo,University of the Free State,Science,4,75.0,81.0,0,3
NSFAS008798,Nokuthula Mokoena,University of Johannesburg,Arts,2,40.0,33.0,3,3
NSFAS008799,Lindiwe Khumalo,University of Johannesburg,Law,3,42.04,27.0,1,2
NSFAS008800,Phumzile Dlamini,University of Stellenbosch,Arts,2,75.0,78.0,1,3
NSFAS008801,Mpho Mhlongo,University of KwaZulu-Natal,Law,2,75.0,93.0,1,3
NSFAS008802,Kagiso Zulu,University of Johannesburg,Education,3,57.13,66.0,0,1
NSFAS008803,Sipho Molefe,University of Johannesburg,Law,1,75.0,90.0,0,2
NSFAS008804,Sibusiso Mabaso,University of the Free State,Science,4,37.2,48.0,3,1
NSFAS008805,Nokuthula Molefe,University of Cape Town,Education,1,50.31,59.0,2,3
NSFAS008806,Kagiso Mhlongo,University of the Free State,Commerce,2,40.0,21.0,1,3
NSFAS008807,Sibusiso Molefe,University of Stellenbosch,Education,2,75.0,80.0,1,5
NSFAS008808,Lerato Mabaso,University of Cape Town,Science,1,75.0,78.0,1,0
NSFAS008809,Andile Mhlongo,University of Stellenbosch,Law,4,40.0,30.0,4,1
NSFAS008810,Andile Mabaso,North-West University,Arts,3,40.0,25.0,1,3
NSFAS008811,Kagiso Dlamini,University of Johannesburg,Science,2,40.0,47.0,2,4
NSFAS008812,Phumzile Mthembu,University of Johannesburg,Education,1,42.88,41.0,1,4
NSFAS008813,Nokuthula Dlamini,University of Stellenbosch,Law,4,46.91,49.0,3,2
NSFAS008814,Lindiwe Ngcobo,University of Johannesburg,Engineering,2,75.0,95.0,1,5
NSFAS008815,Tshepo Molefe,University of Pretoria,Science,2,40.0,34.0,4,2
NSFAS008816,Themba Mabaso,University of Pretoria,Engineering,4,75.0,80.0,0,1
NSFAS008817,Lindiwe Khumalo,University of Pretoria,Arts,4,40.0,37.0,4,1
NSFAS008818,Phumzile Mkhize,North-West University,Engineering,2,56.67,76.0,1,3
NSFAS008819,Themba Khumalo,University of Cape Town,Commerce,3,40.0,30.0,2,4
NSFAS008820,Andile Mabaso,University of KwaZulu-Natal,Engineering,1,61.8,74.0,0,5
NSFAS008821,Kagiso Dlamini,University of the Witwatersrand,Engineering,2,57.35,60.0,1,1
NSFAS008822,Themba Zulu,University of KwaZulu-Natal,Education,1,75.0,95.0,0,1
NSFAS008823,Themba Mahlangu,University of the Witwatersrand,Science,1,40.0,22.0,2,1
NSFAS008824,Phumzile Mthethwa,University of the Witwatersrand,Law,4,40.0,35.0,1,1
NSFAS008825,Busisiwe Mahlangu,University of Pretoria,Science,4,52.09,62.0,1,0
NSFAS008826,Mpho Mthethwa,University of Cape Town,Science,3,40.0,52.0,1,4
NSFAS008827,Thabo Mabaso,University of the Free State,Arts,3,49.0,57.0,1,5
NSFAS008828,Lerato Molefe,University of Johannesburg,Education,2,62.76,76.0,1,1
NSFAS008829,Busisiwe Mkhize,North-West University,Arts,4,30.96,37.0,1,1
NSFAS008830,Nokuthula Nkosi,University of Stellenbosch,Commerce,3,52.18,63.0,1,2
NSFAS008831,Tshepo Molefe,University of Cape Town,Commerce,4,50.43,63.0,1,0
NSFAS008832,Zanele Nkosi,University of the Witwatersrand,Law,1,30.0,61.0,4,1
NSFAS008833,Nokuthula Ngcobo,University of Cape Town,Science,3,40.0,62.0,1,5
NSFAS008834,Busisiwe Mthethwa,University of Stellenbosch,Science,3,49.0,31.0,1,5
NSFAS008835,Sibusiso Mhlongo,University of Cape Town,Arts,1,75.0,86.0,1,2
NSFAS008836,Sipho Nkosi,North-West University,Law,3,48.83,54.0,1,3
NSFAS008837,Tshepo Mhlongo,North-West University,Law,3,57.79,83.0,0,0
NSFAS008838,Nokuthula Mahlangu,University of Cape Town,Education,4,30.0,61.0,2,2
NSFAS008839,Thabo Molefe,University of the Free State,Science,1,40.0,57.0,1,2
NSFAS008840,Sibusiso Ngcobo,University of KwaZulu-Natal,Arts,2,40.0,61.0,3,5
NSFAS008841,Themba Mkhize,University of KwaZulu-Natal,Commerce,3,95.0,95.0,1,2
NSFAS008842,Phumzile Zulu,North-West University,Education,4,75.0,78.0,1,0
NSFAS008843,Themba Mthembu,North-West University,Science,3,46.08,32.0,2,5
NSFAS008844,Kagiso Khumalo,University of Stellenbosch,Engineering,4,72.85,91.0,1,5
NSFAS008845,Lerato Mkhize,University of the Free State,Law,2,51.48,55.0,1,0
NSFAS008846,Themba Dlamini,University of Cape Town,Commerce,1,47.04,46.0,3,2
NSFAS008847,Lerato Mkhize,University of the Witwatersrand,Arts,4,40.0,25.0,3,0
NSFAS008848,Zanele Mkhize,University of the Free State,Education,4,49.0,31.0,1,3
NSFAS008849,Busisiwe Mkhize,University of Cape Town,Law,3,42.04,39.0,2,0
NSFAS008850,Thabo Khumalo,University of Pretoria,Arts,1,40.0,21.0,4,0
NSFAS008851,Busisiwe Dlamini,University of Stellenbosch,Engineering,4,49.0,49.0,2,0
NSFAS008852,Themba Molefe,University of the Free State,Education,2,49.0,,1,4
NSFAS008853,Lindiwe Mhlongo,University of Cape Town,Arts,3,75.0,95.0,0,3
NSFAS008854,Themba Dlamini,University of KwaZulu-Natal,Science,3,30.0,56.0,4,3
NSFAS008855,Sibusiso Molefe,University of the Witwatersrand,Law,2,73.77,86.0,1,4
NSFAS008856,Phumzile Mokoena,University of Johannesburg,Arts,2,47.06,48.0,2,5
NSFAS008857,Andile Nkosi,University of Pretoria,Law,2,75.0,95.0,0,1
NSFAS008858,Phumzile Mthethwa,University of the Free State,Science,3,40.0,36.0,1,0
NSFAS008859,Kagiso Mkhize,University of Cape Town,Law,1,78.13,95.0,0,5
NSFAS008860,Tshepo Mthethwa,North-West University,Arts,2,49.0,38.0,3,1
NSFAS008861,Sibusiso Mhlongo,University of the Witwatersrand,Commerce,3,75.0,,0,4
NSFAS008862,Lindiwe Khumalo,University of the Witwatersrand,Education,4,56.11,83.0,0,2
NSFAS008863,Andile Zulu,University of the Witwatersrand,Education,3,48.3,54.0,4,0
NSFAS008864,Lerato Mkhize,University of Johannesburg,Commerce,4,75.0,,0,5
NSFAS008865,Phumzile Molefe,University of Cape Town,Science,2,41.16,31.0,3,4
NSFAS008866,Thabo Dlamini,University of the Witwatersrand,Arts,3,40.0,53.0,1,2
NSFAS008867,Mpho Mkhize,University of Johannesburg,Arts,3,75.0,86.0,0,1
NSFAS008868,Thabo Mthembu,North-West University,Education,4,75.0,95.0,1,1
NSFAS008869,Lindiwe Ngcobo,University of the Witwatersrand,Arts,4,38.14,50.0,1,1
NSFAS008870,Sibusiso Ngcobo,University of Cape Town,Science,4,40.0,55.0,2,5
NSFAS008871,Phumzile Dlamini,University of KwaZulu-Natal,Arts,4,49.0,44.0,4,4
NSFAS008872,Andile Mthethwa,University of Stellenbosch,Engineering,1,75.0,88.0,1,3
NSFAS008873,Tshepo Nkosi,University of the Free State,Law,4,61.95,78.0,1,4
NSFAS008874,Sipho Mthembu,University of Pretoria,Law,3,40.0,23.0,1,4
NSFAS008875,Tshepo Nkosi,University of the Witwatersrand,Commerce,1,54.4,64.0,0,0
NSFAS008876,Mpho Khumalo,University of KwaZulu-Natal,Engineering,2,40.0,27.0,4,4
NSFAS008877,Sibusiso Molefe,North-West University,Science,4,40.0,50.0,1,1
NSFAS008878,Thabo Mokoena,University of KwaZulu-Natal,Education,4,60.16,63.0,1,5
NSFAS008879,Themba Zulu,University of Stellenbosch,Arts,1,40.0,33.0,2,4
NSFAS008880,Sipho Ngcobo,University of Cape Town,Science,3,75.0,88.0,0,2
NSFAS008881,Sibusiso Mahlangu,University of the Free State,Science,1,75.0,89.0,1,2
NSFAS008882,Kagiso Mthembu,University of Stellenbosch,Engineering,1,75.0,95.0,0,2
NSFAS008883,Sipho Zulu,University of the Witwatersrand,Education,1,40.0,38.0,4,2
NSFAS008884,Kagiso Mokoena,University of the Free State,Engineering,4,46.45,44.0,3,1
NSFAS008885,Zanele Ngcobo,University of Pretoria,Law,3,30.0,21.0,4,1
NSFAS008886,Mpho Khumalo,University of Johannesburg,Commerce,1,30.0,58.0,2,0
NSFAS008887,Tshepo Khumalo,University of Pretoria,Education,2,40.0,65.0,1,3
NSFAS008888,Themba Ngcobo,University of the Free State,Education,4,95.0,95.0,1,4
NSFAS008889,Mpho Khumalo,University of Johannesburg,Science,4,75.0,,1,3
NSFAS008890,Nokuthula Molefe,University of Stellenbosch,Engineering,3,67.16,60.0,0,0
NSFAS008891,Lerato Mokoena,University of Pretoria,Law,4,67.23,78.0,1,2
NSFAS008892,Tshepo Nkosi,University of Stellenbosch,Law,2,40.0,54.0,1,0
NSFAS008893,Kagiso Molefe,University of Johannesburg,Engineering,3,50.39,72.0,1,5
NSFAS008894,Thabo Mahlangu,University of Pretoria,Commerce,3,46.49,58.0,4,2
NSFAS008895,Tshepo Molefe,University of Johannesburg,Education,3,75.0,79.0,1,2
NSFAS008896,Tshepo Mokoena,University of KwaZulu-Natal,Engineering,3,75.0,87.0,0,4
NSFAS008897,Mpho Mahlangu,University of KwaZulu-Natal,Arts,2,40.0,20.0,2,4
NSFAS008898,Zanele Ngcobo,University of KwaZulu-Natal,Law,3,69.56,82.0,1,4
NSFAS008899,Sipho Mokoena,University of Pretoria,Law,3,59.66,81.0,1,0
NSFAS008900,Mpho Mabaso,University of the Witwatersrand,Commerce,4,57.17,78.0,0,4
NSFAS008901,Busisiwe Mokoena,North-West University,Law,2,48.25,24.0,4,2
NSFAS008902,Lerato Mhlongo,University of Pretoria,Engineering,2,60.74,58.0,3,1
NSFAS008903,Andile Zulu,University of Stellenbosch,Arts,3,66.14,66.0,1,2
NSFAS008904,Andile Khumalo,University of Pretoria,Education,4,49.64,62.0,0,5
NSFAS008905,Themba Mkhize,University of the Free State,Education,4,75.0,95.0,0,4
NSFAS008906,Themba Ngcobo,University of Cape Town,Engineering,3,40.0,42.0,3,5
NSFAS008907,Lindiwe Mkhize,University of Cape Town,Law,1,30.0,47.0,2,0
NSFAS008908,Mpho Mkhize,University of the Witwatersrand,Arts,2,30.0,44.0,4,3
NSFAS008909,Tshepo Mabaso,University of the Free State,Commerce,2,72.39,95.0,1,4
NSFAS008910,Thabo Mthembu,University of Stellenbosch,Commerce,4,75.0,75.0,1,5
NSFAS008911,Busisiwe Mokoena,University of the Witwatersrand,Science,3,75.0,95.0,1,3
NSFAS008912,Themba Ngcobo,University of KwaZulu-Natal,Science,2,40.0,24.0,4,1
NSFAS008913,Tshepo Dlamini,University of Cape Town,Science,4,68.56,69.0,1,5
NSFAS008914,Lindiwe Ngcobo,University of the Witwatersrand,Arts,3,66.13,63.0,1,0
NSFAS008915,Phumzile Mthethwa,University of the Free State,Commerce,3,43.1,20.0,3,0
NSFAS008916,Sipho Khumalo,University of KwaZulu-Natal,Engineering,3,32.71,58.0,1,1
NSFAS008917,Busisiwe Dlamini,University of Johannesburg,Science,3,73.99,84.0,1,5
NSFAS008918,Lindiwe Dlamini,North-West University,Arts,1,48.39,41.0,2,0
NSFAS008919,Nomsa Nkosi,North-West University,Commerce,1,40.0,37.0,3,3
NSFAS008920,Phumzile Ngcobo,University of Pretoria,Engineering,3,54.19,72.0,1,1
NSFAS008921,Thabo Mthembu,University of Johannesburg,Science,3,51.68,60.0,0,0
NSFAS008922,Sipho Mokoena,University of the Witwatersrand,Law,4,40.52,58.0,4,1
NSFAS008923,Thabo Mkhize,University of the Free State,Arts,1,57.69,65.0,1,4
NSFAS008924,Busisiwe Mhlongo,University of the Free State,Education,4,95.0,92.0,1,0
NSFAS008925,Kagiso Mhlongo,North-West University,Science,1,47.44,23.0,4,0
NSFAS008926,Lindiwe Khumalo,University of the Free State,Education,1,40.22,38.0,2,5
NSFAS008927,Kagiso Mthembu,University of Johannesburg,Science,4,52.9,72.0,0,3
NSFAS008928,Mpho Mkhize,University of KwaZulu-Natal,Commerce,1,40.0,31.0,1,3
NSFAS008929,Kagiso Mokoena,University of Pretoria,Science,1,75.0,85.0,0,2
NSFAS008930,Sibusiso Nkosi,University of Stellenbosch,Arts,1,40.0,34.0,3,5
NSFAS008931,Kagiso Dlamini,University of the Free State,Science,3,48.49,33.0,2,3
NSFAS008932,Tshepo Ngcobo,University of Pretoria,Science,3,75.0,81.0,1,3
NSFAS008933,Nokuthula Mthethwa,North-West University,Arts,4,40.0,58.0,3,2
NSFAS008934,Themba Nkosi,North-West University,Engineering,2,30.0,27.0,4,0
NSFAS008935,Andile Mabaso,University of Stellenbosch,Commerce,1,40.0,51.0,3,4
NSFAS008936,Busisiwe Mhlongo,University of the Witwatersrand,Arts,3,40.0,59.0,3,0
NSFAS008937,Kagiso Molefe,University of the Free State,Education,4,65.36,62.0,1,4
NSFAS008938,Zanele Mhlongo,University of KwaZulu-Natal,Law,2,51.78,57.0,2,4
NSFAS008939,Zanele Mabaso,University of Johannesburg,Arts,3,49.0,38.0,1,3
NSFAS008940,Zanele Mabaso,University of Stellenbosch,Law,1,43.06,24.0,4,3
NSFAS008941,Sibusiso Mthethwa,University of the Witwatersrand,Commerce,4,75.0,95.0,0,5
NSFAS008942,Lerato Zulu,North-West University,Law,1,40.0,63.0,1,1
NSFAS008943,Andile Mthethwa,University of Stellenbosch,Law,4,75.49,75.0,1,5
NSFAS008944,Kagiso Mhlongo,University of Johannesburg,Engineering,1,52.57,71.0,1,0
NSFAS008945,Nokuthula Mthethwa,University of the Free State,Arts,1,43.94,45.0,4,1
NSFAS008946,Thabo Nkosi,University of the Witwatersrand,Engineering,3,75.0,95.0,0,2
NSFAS008947,Tshepo Molefe,University of Stellenbosch,Arts,3,45.27,34.0,3,2
NSFAS008948,Phumzile Mthethwa,University of the Free State,Commerce,2,40.0,61.0,4,2
NSFAS008949,Kagiso Mthethwa,North-West University,Arts,3,30.0,64.0,4,3
NSFAS008950,Nokuthula Nkosi,University of Pretoria,Education,3,87.17,88.0,1,1
NSFAS008951,Kagiso Zulu,University of Pretoria,Education,2,55.73,55.0,2,3
NSFAS008952,Sipho Khumalo,University of Johannesburg,Science,1,30.0,55.0,4,0
NSFAS008953,Busisiwe Molefe,University of Stellenbosch,Science,1,48.43,63.0,1,4
NSFAS008954,Zanele Dlamini,North-West University,Law,3,63.5,80.0,0,3
NSFAS008955,Themba Mokoena,University of the Free State,Arts,1,75.0,95.0,0,1
NSFAS008956,Nokuthula Ngcobo,University of Pretoria,Education,2,30.0,22.0,3,3
NSFAS008957,Nomsa Mhlongo,University of Stellenbosch,Arts,2,42.3,30.0,1,2
NSFAS008958,Andile Nkosi,University of the Witwatersrand,Science,1,59.88,67.0,1,4
NSFAS008959,Busisiwe Mthethwa,University of the Free State,Education,4,45.24,52.0,2,3
NSFAS008960,Andile Khumalo,University of KwaZulu-Natal,Law,1,40.0,52.0,3,2
NSFAS008961,Kagiso Dlamini,University of the Witwatersrand,Arts,2,75.0,95.0,0,4
NSFAS008962,Thabo Mthethwa,North-West University,Education,3,30.0,52.0,4,5
NSFAS008963,Phumzile Khumalo,University of Stellenbosch,Arts,4,75.0,90.0,0,1
NSFAS008964,Tshepo Khumalo,University of Cape Town,Engineering,4,42.42,42.0,1,3
NSFAS008965,Kagiso Nkosi,North-West University,Engineering,1,52.48,72.0,1,0
NSFAS008966,Lindiwe Nkosi,University of the Free State,Law,4,40.0,40.0,4,5
NSFAS008967,Sibusiso Nkosi,North-West University,Commerce,3,80.69,75.0,1,4
NSFAS008968,Zanele Mhlongo,University of the Free State,Law,2,40.0,49.0,4,0
NSFAS008969,Lerato Mthethwa,University of KwaZulu-Natal,Commerce,3,40.0,61.0,4,4
NSFAS008970,Lindiwe Khumalo,North-West University,Commerce,2,30.0,63.0,2,2
NSFAS008971,Mpho Mabaso,University of Johannesburg,Education,2,75.0,95.0,0,4
NSFAS008972,Andile Mahlangu,University of Johannesburg,Law,1,40.0,57.0,2,2
NSFAS008973,Kagiso Dlamini,University of the Free State,Law,4,75.0,88.0,0,0
NSFAS008974,Phumzile Mahlangu,University of KwaZulu-Natal,Law,2,75.0,86.0,0,0
NSFAS008975,Mpho Mokoena,University of the Witwatersrand,Law,4,75.0,89.0,1,2
NSFAS008976,Sibusiso Molefe,University of KwaZulu-Natal,Arts,1,40.0,49.0,1,5
NSFAS008977,Lerato Ngcobo,University of Cape Town,Commerce,4,30.0,,1,4
NSFAS008978,Tshepo Nkosi,University of the Free State,Commerce,3,75.0,78.0,0,0
NSFAS008979,Zanele Mokoena,University of Pretoria,Education,2,40.0,55.0,1,3
NSFAS008980,Lerato Mhlongo,North-West University,Arts,4,60.4,63.0,1,0
NSFAS008981,Lindiwe Mabaso,University of Pretoria,Arts,3,40.0,64.0,4,1
NSFAS008982,Themba Mahlangu,University of Stellenbosch,Commerce,1,45.33,49.0,1,2
NSFAS008983,Phumzile Mokoena,University of Pretoria,Law,2,75.0,95.0,1,2
NSFAS008984,Mpho Mokoena,North-West University,Science,2,30.0,42.0,1,1
NSFAS008985,Busisiwe Nkosi,University of Cape Town,Education,4,71.17,,0,4
NSFAS008986,Busisiwe Mthethwa,University of the Witwatersrand,Arts,4,50.29,,0,2
NSFAS008987,Nokuthula Zulu,University of the Witwatersrand,Arts,3,64.5,78.0,1,3
NSFAS008988,Sipho Mthethwa,University of Pretoria,Arts,2,75.0,82.0,0,4
NSFAS008989,Nokuthula Dlamini,University of the Free State,Arts,1,40.0,27.0,2,3
NSFAS008990,Thabo Dlamini,University of Johannesburg,Law,4,59.87,82.0,0,0
NSFAS008991,Mpho Mkhize,University of Cape Town,Education,2,58.43,81.0,0,2
NSFAS008992,Lindiwe Mkhize,University of Pretoria,Science,2,72.53,92.0,1,3
NSFAS008993,Phumzile Mahlangu,University of the Witwatersrand,Engineering,1,64.86,74.0,0,4
NSFAS008994,Andile Mokoena,University of the Witwatersrand,Law,4,54.9,61.0,0,1
NSFAS008995,Lerato Nkosi,University of Johannesburg,Law,1,40.0,64.0,2,2
NSFAS008996,Tshepo Mahlangu,University of Cape Town,Engineering,3,58.33,,1,1
NSFAS008997,Lerato Mabaso,University of the Witwatersrand,Science,4,57.62,63.0,1,5
NSFAS008998,Thabo Mabaso,University of Stellenbosch,Commerce,3,65.66,77.0,1,3
NSFAS008999,Phumzile Zulu,University of Stellenbosch,Commerce,1,41.54,37.0,2,3
NSFAS009000,Lindiwe Mahlangu,University of the Witwatersrand,Science,4,40.0,58.0,1,3
NSFAS009001,Tshepo Mthembu,University of the Witwatersrand,Law,1,30.0,48.0,3,3
NSFAS009002,Lerato Mthembu,North-West University,Law,1,75.0,95.0,0,3
NSFAS009003,Lerato Mahlangu,University of Stellenbosch,Engineering,2,39.11,23.0,3,0
NSFAS009004,Phumzile Zulu,University of Pretoria,Law,1,40.04,39.0,3,4
NSFAS009005,Andile Mkhize,University of Stellenbosch,Law,3,64.55,65.0,1,3
NSFAS009006,Sibusiso Dlamini,University of KwaZulu-Natal,Education,1,51.06,59.0,4,3
NSFAS009007,Nomsa Mhlongo,University of Cape Town,Arts,3,40.0,62.0,1,1
NSFAS009008,Phumzile Ngcobo,University of Pretoria,Arts,1,40.0,40.0,2,1
NSFAS009009,Andile Mkhize,North-West University,Law,3,68.56,58.0,4,1
NSFAS009010,Kagiso Dlamini,University of the Witwatersrand,Education,2,75.0,83.0,1,5
NSFAS009011,Tshepo Mhlongo,University of Johannesburg,Commerce,1,52.52,61.0,1,1
NSFAS009012,Sibusiso Zulu,University of the Free State,Commerce,1,30.0,39.0,2,5
NSFAS009013,Busisiwe Zulu,North-West University,Arts,1,49.11,58.0,4,5
NSFAS009014,Nomsa Zulu,University of Cape Town,Science,1,58.49,73.0,1,1
NSFAS009015,Nomsa Mokoena,University of KwaZulu-Natal,Commerce,2,49.0,55.0,3,1
NSFAS009016,Phumzile Zulu,University of Johannesburg,Science,1,46.81,57.0,4,3
NSFAS009017,Sibusiso Zulu,North-West University,Commerce,3,40.0,53.0,3,0
NSFAS009018,Busisiwe Mokoena,North-West University,Law,1,42.95,53.0,1,4
NSFAS009019,Thabo Zulu,University of the Free State,Commerce,1,40.0,58.0,1,0
NSFAS009020,Tshepo Molefe,University of Cape Town,Science,3,40.0,54.0,2,2
NSFAS009021,Zanele Mthethwa,University of Johannesburg,Commerce,4,30.0,25.0,2,0
NSFAS009022,Lindiwe Mokoena,University of KwaZulu-Natal,Engineering,2,52.52,57.0,1,1
NSFAS009023,Kagiso Khumalo,University of the Free State,Commerce,1,30.0,59.0,4,1
NSFAS009024,Phumzile Mhlongo,University of Cape Town,Engineering,3,30.0,59.0,2,4
NSFAS009025,Andile Mthembu,University of Johannesburg,Engineering,2,57.84,57.0,3,5
NSFAS009026,Zanele Mhlongo,University of the Witwatersrand,Arts,3,30.0,31.0,2,1
NSFAS009027,Nokuthula Mhlongo,University of Johannesburg,Engineering,2,66.3,63.0,0,0
NSFAS009028,Andile Mkhize,University of Cape Town,Engineering,3,75.0,95.0,1,5
NSFAS009029,Thabo Mahlangu,University of KwaZulu-Natal,Engineering,3,40.0,35.0,3,5
NSFAS009030,Sibusiso Zulu,University of Pretoria,Engineering,4,40.0,54.0,1,2
NSFAS009031,Mpho Mahlangu,University of Stellenbosch,Engineering,3,40.0,45.0,1,2
NSFAS009032,Lerato Mokoena,University of Pretoria,Science,3,40.0,44.0,2,0
NSFAS009033,Sipho Mthethwa,University of the Free State,Science,4,75.0,84.0,1,5
NSFAS009034,Busisiwe Khumalo,University of KwaZulu-Natal,Education,1,68.96,68.0,1,0
NSFAS009035,Nomsa Mthembu,University of Johannesburg,Education,4,42.89,61.0,3,5
NSFAS009036,Tshepo Zulu,North-West University,Commerce,2,49.0,58.0,4,0
NSFAS009037,Sibusiso Molefe,University of Pretoria,Science,1,30.0,26.0,1,2
NSFAS009038,Andile Mokoena,University of Johannesburg,Commerce,2,40.0,37.0,1,1
NSFAS009039,Lerato Mthethwa,North-West University,Law,4,46.48,29.0,4,4
NSFAS009040,Andile Nkosi,University of the Witwatersrand,Engineering,3,48.63,51.0,2,0
NSFAS009041,Mpho Mahlangu,University of KwaZulu-Natal,Law,4,40.0,41.0,2,4
NSFAS009042,Lerato Mokoena,University of Stellenbosch,Commerce,3,40.0,40.0,2,4
NSFAS009043,Kagiso Zulu,University of the Free State,Education,2,40.0,57.0,4,0
NSFAS009044,Nokuthula Mthembu,University of Cape Town,Engineering,4,30.0,57.0,4,2
NSFAS009045,Sipho Nkosi,University of Cape Town,Law,3,40.0,39.0,3,3
NSFAS009046,Sibusiso Khumalo,University of the Witwatersrand,Law,4,43.53,38.0,2,4
NSFAS009047,Mpho Ngcobo,University of Pretoria,Education,1,59.84,78.0,0,0
NSFAS009048,Nomsa Mabaso,University of Stellenbosch,Education,1,47.19,42.0,1,4
NSFAS009049,Tshepo Mhlongo,University of Cape Town,Commerce,4,52.75,76.0,1,5
NSFAS009050,Nomsa Mhlongo,University of the Free State,Commerce,3,40.0,31.0,2,3
NSFAS009051,Thabo Khumalo,University of the Witwatersrand,Arts,3,30.0,22.0,2,0
NSFAS009052,Sipho Mahlangu,University of the Witwatersrand,Law,2,70.49,78.0,0,4
NSFAS009053,Thabo Mabaso,University of Cape Town,Education,4,55.08,66.0,0,1
NSFAS009054,Tshepo Khumalo,University of Johannesburg,Arts,1,71.27,84.0,1,2
NSFAS009055,Themba Zulu,University of Cape Town,Engineering,2,40.0,37.0,4,4
NSFAS009056,Kagiso Mahlangu,University of the Free State,Education,4,40.0,56.0,1,0
NSFAS009057,Sibusiso Mkhize,University of the Free State,Engineering,3,55.78,85.0,0,0
NSFAS009058,Thabo Mthethwa,University of Cape Town,Law,2,88.72,95.0,1,0
NSFAS009059,Mpho Mokoena,University of KwaZulu-Natal,Engineering,3,40.0,58.0,2,1
NSFAS009060,Sipho Mhlongo,University of Stellenbosch,Education,2,42.96,31.0,1,2
NSFAS009061,Sibusiso Dlamini,University of KwaZulu-Natal,Law,1,40.0,22.0,1,5
NSFAS009062,Andile Mthethwa,University of the Witwatersrand,Engineering,3,40.0,35.0,4,5
NSFAS009063,Andile Ngcobo,University of Cape Town,Science,4,75.0,83.0,1,2
NSFAS009064,Lindiwe Mhlongo,North-West University,Science,4,40.0,51.0,3,1
NSFAS009065,Mpho Molefe,University of Pretoria,Engineering,1,40.0,,3,4
NSFAS009066,Lerato Mhlongo,University of the Free State,Engineering,2,53.37,85.0,1,4
NSFAS009067,Zanele Zulu,University of the Witwatersrand,Engineering,1,55.32,65.0,0,5
NSFAS009068,Lerato Mhlongo,University of Stellenbosch,Law,1,75.0,78.0,0,4
NSFAS009069,Kagiso Mokoena,University of Stellenbosch,Law,3,49.0,41.0,2,2
NSFAS009070,Themba Ngcobo,University of Cape Town,Engineering,4,68.0,74.0,0,5
NSFAS009071,Nokuthula Dlamini,University of the Witwatersrand,Commerce,2,40.85,45.0,4,4
NSFAS009072,Lindiwe Mokoena,University of KwaZulu-Natal,Education,3,40.0,53.0,2,4
NSFAS009073,Thabo Mhlongo,University of the Free State,Law,3,40.0,44.0,2,2
NSFAS009074,Sipho Mhlongo,University of Cape Town,Science,3,40.0,52.0,3,0
NSFAS009075,Sipho Molefe,North-West University,Law,4,40.0,47.0,2,3
NSFAS009076,Phumzile Ngcobo,University of Johannesburg,Law,4,30.0,46.0,3,5
NSFAS009077,Themba Mabaso,University of the Witwatersrand,Law,4,64.82,61.0,1,2
NSFAS009078,Andile Mkhize,University of KwaZulu-Natal,Commerce,2,30.0,65.0,4,5
NSFAS009079,Lindiwe Nkosi,University of Johannesburg,Education,4,40.0,60.0,1,3
NSFAS009080,Lerato Mahlangu,University of the Witwatersrand,Commerce,2,40.0,33.0,2,1
NSFAS009081,Kagiso Mhlongo,University of KwaZulu-Natal,Engineering,4,40.0,27.0,2,3
NSFAS009082,Zanele Mkhize,North-West University,Law,2,30.0,50.0,2,3
NSFAS009083,Kagiso Mahlangu,University of the Free State,Law,3,70.52,95.0,0,0
NSFAS009084,Busisiwe Khumalo,University of Johannesburg,Science,1,30.0,45.0,1,5
NSFAS009085,Nomsa Ngcobo,North-West University,Law,3,40.0,26.0,2,4
NSFAS009086,Andile Mkhize,University of the Free State,Commerce,4,75.0,94.0,0,3
NSFAS009087,Lindiwe Mkhize,University of KwaZulu-Natal,Science,1,75.0,79.0,0,2
NSFAS009088,Sipho Mahlangu,University of Pretoria,Arts,4,75.0,90.0,1,4
NSFAS009089,Nomsa Mahlangu,University of KwaZulu-Natal,Science,3,71.97,77.0,1,2
NSFAS009090,Themba Mthethwa,University of KwaZulu-Natal,Education,1,40.0,47.0,3,2
NSFAS009091,Thabo Nkosi,University of Johannesburg,Arts,4,59.32,85.0,1,5
NSFAS009092,Tshepo Mthethwa,University of Johannesburg,Engineering,2,71.98,80.0,0,2
NSFAS009093,Zanele Ngcobo,University of Cape Town,Law,3,40.0,47.0,1,2
NSFAS009094,Phumzile Zulu,University of Stellenbosch,Law,1,40.0,37.0,2,2
NSFAS009095,Lerato Nkosi,University of the Free State,Law,3,69.08,63.0,1,1
NSFAS009096,Sipho Mabaso,University of Pretoria,Law,3,30.0,59.0,3,0
NSFAS009097,Lindiwe Khumalo,University of Johannesburg,Engineering,2,49.4,36.0,4,3
