student_id,name,university,faculty,year_of_study,average_mark,attendance,failed_modules,missed_assignments,risk_score,risk_level
NSFAS007726,Phumzile Nkosi,University of KwaZulu-Natal,Arts,4,48.0,50.0,3,4,100,HIGH
NSFAS007727,Lindiwe Ngcobo,University of Cape Town,Engineering,2,72.7,95.0,0,3,0,LOW
NSFAS007728,Lerato Mthethwa,University of the Witwatersrand,Arts,1,59.22,78.0,1,4,0,LOW
NSFAS007729,Nokuthula Dlamini,University of KwaZulu-Natal,Education,4,40.0,45.0,4,3,100,HIGH
NSFAS007730,Phumzile Mhlongo,University of Stellenbosch,Science,3,40.0,53.0,3,5,100,HIGH
NSFAS007731,Phumzile Mthembu,University of Johannesburg,Science,4,40.0,57.0,2,1,80,HIGH
NSFAS007732,Nokuthula Mokoena,University of KwaZulu-Natal,Engineering,1,69.16,70.0,0,5,0,LOW
NSFAS007733,Sipho Mahlangu,North-West University,Science,2,36.85,52.0,4,3,100,HIGH
NSFAS007734,Phumzile Mhlongo,University of KwaZulu-Natal,Law,3,31.94,51.0,3,4,100,HIGH
NSFAS007735,Sibusiso Mthembu,University of Johannesburg,Engineering,2,75.0,82.0,1,1,0,LOW
NSFAS007736,Busisiwe Mahlangu,University of KwaZulu-Natal,Commerce,4,75.0,95.0,0,0,0,LOW
NSFAS007737,Sipho Mokoena,University of Cape Town,Arts,2,40.0,57.0,1,2,80,HIGH
NSFAS007738,Lindiwe Mthembu,University of Cape Town,Commerce,3,30.0,32.0,3,0,100,HIGH
NSFAS007739,Mpho Ngcobo,University of Johannesburg,Law,1,75.0,76.0,1,3,0,LOW
NSFAS007740,Mpho Zulu,University of KwaZulu-Natal,Engineering,4,30.0,53.0,1,5,80,HIGH
NSFAS007741,Nokuthula Khumalo,University of KwaZulu-Natal,Arts,3,69.32,84.0,1,1,0,LOW
NSFAS007742,Nokuthula Ngcobo,University of the Witwatersrand,Education,2,51.64,57.0,3,4,60,HIGH
NSFAS007743,Zanele Mokoena,University of KwaZulu-Natal,Law,2,75.0,94.0,0,1,0,LOW
NSFAS007744,Zanele Mahlangu,University of the Witwatersrand,Science,2,40.0,32.0,2,4,80,HIGH
NSFAS007745,Andile Mthethwa,University of Pretoria,Commerce,3,44.24,26.0,2,2,80,HIGH
NSFAS007746,Mpho Mkhize,University of the Free State,Law,1,56.97,71.0,1,1,0,LOW
NSFAS007747,Themba Ngcobo,North-West University,Education,3,40.0,50.0,3,1,100,HIGH
NSFAS007748,Sipho Mkhize,University of Cape Town,Science,2,40.0,60.0,4,0,100,HIGH
NSFAS007749,Zanele Mokoena,University of KwaZulu-Natal,Science,3,40.0,24.0,2,3,80,HIGH
NSFAS007750,Zanele Mthethwa,North-West University,Engineering,3,68.93,81.0,0,0,0,LOW
NSFAS007751,Mpho Zulu,University of Stellenbosch,Arts,4,75.0,95.0,0,3,0,LOW
NSFAS007752,Mpho Ngcobo,University of the Witwatersrand,Education,2,30.0,51.0,4,0,100,HIGH
NSFAS007753,Lerato Zulu,University of Johannesburg,Science,2,41.4,28.0,2,0,80,HIGH
NSFAS007754,Thabo Ngcobo,University of Pretoria,Science,2,30.0,41.0,2,4,80,HIGH
NSFAS007755,Tshepo Molefe,University of Cape Town,Law,1,46.02,28.0,4,2,100,HIGH
NSFAS007756,Nokuthula Nkosi,University of KwaZulu-Natal,Arts,3,75.0,94.0,1,5,0,LOW
NSFAS007757,Sibusiso Nkosi,University of Stellenbosch,Law,1,64.91,76.0,0,4,0,LOW
NSFAS007758,Phumzile Mahlangu,University of Pretoria,Engineering,2,40.0,49.0,2,1,80,HIGH
NSFAS007759,Thabo Mthethwa,University of the Free State,Engineering,1,75.0,95.0,0,1,0,LOW
NSFAS007760,Andile Mthethwa,University of Pretoria,Law,2,40.0,56.0,2,3,80,HIGH
NSFAS007761,Mpho Mthethwa,University of Stellenbosch,Law,3,31.56,45.0,1,0,80,HIGH
NSFAS007762,Themba Mabaso,University of Stellenbosch,Law,1,30.0,50.0,2,1,80,HIGH
NSFAS007763,Themba Khumalo,University of Stellenbosch,Commerce,2,40.0,24.0,4,3,100,HIGH
NSFAS007764,Sibusiso Khumalo,University of KwaZulu-Natal,Education,4,49.0,21.0,4,0,100,HIGH
NSFAS007765,Themba Mthembu,University of KwaZulu-Natal,Law,2,69.01,71.0,0,1,0,LOW
NSFAS007766,Zanele Dlamini,University of Johannesburg,Commerce,4,40.0,47.0,2,0,80,HIGH
NSFAS007767,Sipho Molefe,University of Pretoria,Commerce,4,94.84,84.0,0,0,0,LOW
NSFAS007768,Busisiwe Mokoena,University of Pretoria,Commerce,2,75.0,85.0,0,4,0,LOW
NSFAS007769,Nomsa Mokoena,University of Pretoria,Science,2,56.29,70.0,0,3,0,LOW
NSFAS007770,Lindiwe Mokoena,University of the Free State,Arts,1,52.13,60.0,0,5,40,MEDIUM
NSFAS007771,Nomsa Nkosi,North-West University,Science,3,65.68,71.0,1,4,0,LOW
NSFAS007772,Andile Mhlongo,University of Pretoria,Engineering,3,45.25,25.0,1,1,80,HIGH
NSFAS007773,Sibusiso Zulu,University of the Free State,Engineering,1,55.63,78.0,1,4,0,LOW
NSFAS007774,Andile Mkhize,University of the Witwatersrand,Law,2,62.31,82.0,0,1,0,LOW
NSFAS007775,Andile Khumalo,University of Stellenbosch,Engineering,1,42.69,24.0,1,3,80,HIGH
NSFAS007776,Themba Dlamini,University of KwaZulu-Natal,Engineering,2,46.06,30.0,2,2,80,HIGH
NSFAS007777,Busisiwe Molefe,University of Pretoria,Commerce,1,49.31,46.0,4,3,100,HIGH
NSFAS007778,Tshepo Nkosi,University of Stellenbosch,Engineering,4,75.0,95.0,1,0,0,LOW
NSFAS007779,Sibusiso Mhlongo,University of Cape Town,Education,1,75.0,79.0,1,4,0,LOW
NSFAS007780,Sibusiso Nkosi,University of KwaZulu-Natal,Science,4,40.0,20.0,2,0,80,HIGH
NSFAS007781,Mpho Dlamini,University of the Witwatersrand,Arts,3,49.0,35.0,3,4,100,HIGH
NSFAS007782,Mpho Mhlongo,University of Stellenbosch,Science,3,69.88,56.0,2,4,40,MEDIUM
NSFAS007783,Andile Zulu,University of Johannesburg,Arts,4,45.34,45.0,2,3,80,HIGH
NSFAS007784,Sipho Mhlongo,University of KwaZulu-Natal,Law,1,49.0,64.0,1,1,80,HIGH
NSFAS007785,Busisiwe Nkosi,University of Johannesburg,Education,1,42.23,58.0,2,5,80,HIGH
NSFAS007786,Andile Mabaso,North-West University,Engineering,3,57.01,83.0,1,3,0,LOW
NSFAS007787,Mpho Molefe,University of Stellenbosch,Commerce,4,40.0,48.0,3,5,100,HIGH
NSFAS007788,Mpho Zulu,University of the Free State,Law,4,75.0,89.0,0,0,0,LOW
NSFAS007789,Sipho Nkosi,University of Johannesburg,Arts,2,43.33,30.0,3,3,100,HIGH
NSFAS007790,Zanele Nkosi,University of the Witwatersrand,Education,4,40.0,44.0,2,5,80,HIGH
NSFAS007791,Lindiwe Dlamini,University of Cape Town,Commerce,4,30.0,59.0,1,5,80,HIGH
NSFAS007792,Tshepo Mokoena,University of Cape Town,Commerce,3,75.0,83.0,0,2,0,LOW
NSFAS007793,Mpho Ngcobo,University of Cape Town,Engineering,1,43.13,26.0,1,4,80,HIGH
NSFAS007794,Thabo Nkosi,University of Johannesburg,Engineering,3,75.0,77.0,1,5,0,LOW
NSFAS007795,Kagiso Dlamini,University of Johannesburg,Education,2,75.0,95.0,1,4,0,LOW
NSFAS007796,Themba Mthembu,University of Johannesburg,Science,4,40.0,54.0,3,4,100,HIGH
NSFAS007797,Tshepo Mabaso,University of Johannesburg,Commerce,1,74.11,95.0,1,4,0,LOW
NSFAS007798,Zanele Nkosi,University of KwaZulu-Natal,Education,4,75.0,87.0,0,0,0,LOW
NSFAS007799,Sibusiso Mthembu,University of KwaZulu-Natal,Education,4,40.0,62.0,4,1,100,HIGH
NSFAS007800,Thabo Mahlangu,University of the Witwatersrand,Education,4,30.0,48.0,4,4,100,HIGH
NSFAS007801,Nomsa Mthethwa,University of KwaZulu-Natal,Arts,4,39.73,57.0,2,5,80,HIGH
NSFAS007802,Nokuthula Ngcobo,University of Cape Town,Science,3,49.37,33.0,3,1,100,HIGH
NSFAS007803,Lindiwe Ngcobo,University of Pretoria,Arts,4,40.0,28.0,1,5,80,HIGH
NSFAS007804,Zanele Mthembu,University of Stellenbosch,Arts,4,30.0,31.0,1,2,80,HIGH
NSFAS007805,Sipho Khumalo,University of KwaZulu-Natal,Engineering,4,75.0,77.0,0,2,0,LOW
NSFAS007806,Zanele Khumalo,University of Johannesburg,Law,4,40.0,59.0,3,4,100,HIGH
NSFAS007807,Phumzile Nkosi,University of the Witwatersrand,Engineering,4,60.13,77.0,0,2,0,LOW
NSFAS007808,Lerato Mthethwa,University of Johannesburg,Engineering,3,72.52,76.0,0,0,0,LOW
NSFAS007809,Sibusiso Mhlongo,University of Pretoria,Science,1,75.0,95.0,1,4,0,LOW
NSFAS007810,Lindiwe Mthembu,North-West University,Commerce,1,40.0,42.0,3,5,100,HIGH
NSFAS007811,Sibusiso Mabaso,University of KwaZulu-Natal,Engineering,4,53.29,61.0,0,2,40,MEDIUM
NSFAS007812,Busisiwe Mahlangu,North-West University,Education,2,75.0,85.0,1,4,0,LOW
NSFAS007813,Busisiwe Khumalo,University of Stellenbosch,Commerce,1,75.0,91.0,1,0,0,LOW
NSFAS007814,Tshepo Mthembu,University of Johannesburg,Arts,1,40.0,56.0,3,5,100,HIGH
NSFAS007815,Busisiwe Mthethwa,University of Pretoria,Engineering,3,58.22,70.0,0,4,0,LOW
NSFAS007816,Lindiwe Molefe,University of the Witwatersrand,Arts,2,55.02,63.0,0,0,40,MEDIUM
NSFAS007817,Lerato Mhlongo,University of Pretoria,Science,4,75.0,77.0,1,4,0,LOW
NSFAS007818,Phumzile Mthethwa,University of the Free State,Education,4,45.95,45.0,3,1,100,HIGH
NSFAS007819,Andile Mokoena,University of Johannesburg,Law,4,40.0,43.0,2,2,80,HIGH
NSFAS007820,Kagiso Ngcobo,North-West University,Science,1,40.0,62.0,2,4,80,HIGH
NSFAS007821,Nokuthula Dlamini,University of Pretoria,Law,1,72.76,87.0,1,3,0,LOW
NSFAS007822,Lerato Mthethwa,University of the Free State,Arts,2,40.0,60.0,4,2,100,HIGH
NSFAS007823,Phumzile Mthembu,University of Pretoria,Law,1,75.0,86.0,0,4,0,LOW
NSFAS007824,Busisiwe Ngcobo,University of Stellenbosch,Education,4,78.97,81.0,0,3,0,LOW
NSFAS007825,Thabo Khumalo,University of Cape Town,Commerce,3,30.0,63.0,1,3,80,HIGH
NSFAS007826,Andile Mthethwa,University of Cape Town,Commerce,1,50.48,55.0,1,0,40,MEDIUM
NSFAS007827,Zanele Mokoena,University of Stellenbosch,Commerce,2,53.54,67.0,1,2,40,MEDIUM
NSFAS007828,Themba Dlamini,University of the Witwatersrand,Commerce,4,30.0,28.0,1,3,80,HIGH
NSFAS007829,Andile Ngcobo,University of Cape Town,Engineering,3,35.45,60.0,2,1,80,HIGH
NSFAS007830,Nokuthula Mhlongo,University of the Free State,Commerce,3,44.41,47.0,4,5,100,HIGH
NSFAS007831,Nomsa Mabaso,University of KwaZulu-Natal,Law,3,75.0,93.0,1,1,0,LOW
NSFAS007832,Lindiwe Nkosi,University of Johannesburg,Law,1,75.0,82.0,1,3,0,LOW
NSFAS007833,Zanele Mabaso,University of Johannesburg,Education,1,57.8,64.0,0,5,40,MEDIUM
NSFAS007834,Nomsa Mahlangu,University of Johannesburg,Commerce,3,40.0,59.0,2,2,80,HIGH
NSFAS007835,Lerato Mthethwa,University of Cape Town,Law,3,59.69,77.0,1,5,0,LOW
NSFAS007836,Kagiso Khumalo,University of Stellenbosch,Education,1,73.16,95.0,1,0,0,LOW
NSFAS007837,Zanele Mahlangu,University of Stellenbosch,Engineering,4,40.0,27.0,4,2,100,HIGH
NSFAS007838,Nomsa Dlamini,University of the Free State,Commerce,2,42.22,48.0,4,1,100,HIGH
NSFAS007839,Mpho Mokoena,University of Stellenbosch,Law,2,52.22,58.0,4,3,60,HIGH
NSFAS007840,Themba Zulu,University of the Witwatersrand,Engineering,3,55.45,77.0,0,0,0,LOW
NSFAS007841,Sipho Mkhize,University of Stellenbosch,Science,1,40.0,45.0,2,1,80,HIGH
NSFAS007842,Sibusiso Mahlangu,University of KwaZulu-Natal,Commerce,2,49.0,27.0,1,5,80,HIGH
NSFAS007843,Zanele Zulu,University of Cape Town,Education,2,40.0,34.0,3,4,100,HIGH
NSFAS007844,Nokuthula Mabaso,North-West University,Law,2,40.0,39.0,4,0,100,HIGH
NSFAS007845,Phumzile Dlamini,University of Cape Town,Engineering,4,72.87,83.0,0,3,0,LOW
NSFAS007846,Andile Mthembu,University of Johannesburg,Arts,3,40.0,27.0,1,2,80,HIGH
NSFAS007847,Kagiso Molefe,University of Johannesburg,Engineering,2,57.06,59.0,2,1,40,MEDIUM
NSFAS007848,Nokuthula Zulu,University of Pretoria,Engineering,2,49.0,20.0,2,3,80,HIGH
NSFAS007849,Thabo Mokoena,North-West University,Law,2,75.0,82.0,0,4,0,LOW
NSFAS007850,Busisiwe Ngcobo,University of Cape Town,Arts,1,35.13,62.0,1,4,80,HIGH
NSFAS007851,Nokuthula Mabaso,University of Cape Town,Engineering,1,60.52,57.0,2,0,40,MEDIUM
NSFAS007852,Zanele Mabaso,University of the Witwatersrand,Engineering,1,40.0,34.0,4,5,100,HIGH
NSFAS007853,Andile Mahlangu,University of Pretoria,Education,4,75.0,95.0,0,4,0,LOW
NSFAS007854,Sipho Mokoena,University of the Witwatersrand,Law,1,56.86,84.0,0,2,0,LOW
NSFAS007855,Zanele Nkosi,University of KwaZulu-Natal,Science,2,62.88,59.0,4,5,60,HIGH
NSFAS007856,Themba Dlamini,North-West University,Science,2,75.0,82.0,1,4,0,LOW
NSFAS007857,Nomsa Mkhize,North-West University,Science,4,75.0,91.0,0,5,0,LOW
NSFAS007858,Busisiwe Mabaso,North-West University,Law,3,48.74,53.0,3,0,100,HIGH
NSFAS007859,Phumzile Mahlangu,University of Stellenbosch,Law,3,75.0,93.0,0,0,0,LOW
NSFAS007860,Zanele Ngcobo,University of Cape Town,Law,3,43.41,56.0,4,0,100,HIGH
NSFAS007861,Tshepo Nkosi,University of KwaZulu-Natal,Engineering,2,95.0,95.0,1,1,0,LOW
NSFAS007862,Andile Dlamini,University of KwaZulu-Natal,Arts,1,74.0,95.0,0,0,0,LOW
NSFAS007863,Thabo Mkhize,North-West University,Engineering,1,40.0,63.0,2,4,80,HIGH
NSFAS007864,Phumzile Ngcobo,University of Cape Town,Engineering,2,40.0,48.0,3,2,100,HIGH
NSFAS007865,Zanele Zulu,University of Johannesburg,Commerce,3,40.0,58.0,1,2,80,HIGH
NSFAS007866,Themba Mkhize,University of Cape Town,Arts,3,40.0,65.0,2,5,80,HIGH
NSFAS007867,Sipho Molefe,University of Johannesburg,Science,2,49.0,40.0,1,0,80,HIGH
NSFAS007868,Sibusiso Mkhize,University of KwaZulu-Natal,Arts,4,47.28,26.0,2,1,80,HIGH
NSFAS007869,Lindiwe Mokoena,North-West University,Commerce,3,40.0,45.0,3,3,100,HIGH
NSFAS007870,Thabo Mokoena,University of Johannesburg,Arts,4,43.2,28.0,3,1,100,HIGH
NSFAS007871,Andile Mabaso,University of Pretoria,Commerce,2,47.4,26.0,3,3,100,HIGH
NSFAS007872,Nomsa Zulu,University of Pretoria,Education,1,65.14,82.0,1,2,0,LOW
NSFAS007873,Thabo Nkosi,University of the Witwatersrand,Engineering,3,40.0,36.0,3,0,100,HIGH
NSFAS007874,Lindiwe Ngcobo,University of the Free State,Law,1,70.32,87.0,1,1,0,LOW
NSFAS007875,Andile Ngcobo,University of Johannesburg,Law,2,40.0,36.0,4,3,100,HIGH
NSFAS007876,Nokuthula Nkosi,University of Pretoria,Engineering,2,40.0,24.0,1,1,80,HIGH
NSFAS007877,Mpho Khumalo,University of Johannesburg,Law,4,55.37,73.0,1,1,0,LOW
NSFAS007878,Thabo Mabaso,University of Cape Town,Arts,3,75.0,81.0,0,4,0,LOW
NSFAS007879,Lindiwe Dlamini,University of Johannesburg,Engineering,4,40.0,30.0,1,2,80,HIGH
NSFAS007880,Phumzile Khumalo,North-West University,Arts,3,40.0,61.0,4,0,100,HIGH
NSFAS007881,Mpho Molefe,University of Johannesburg,Commerce,3,48.68,47.0,2,3,80,HIGH
NSFAS007882,Andile Mthethwa,University of KwaZulu-Natal,Law,1,75.0,82.0,1,3,0,LOW
NSFAS007883,Lindiwe Zulu,University of the Witwatersrand,Arts,2,75.0,95.0,0,5,0,LOW
NSFAS007884,Nokuthula Mabaso,University of Pretoria,Education,1,52.55,64.0,0,0,40,MEDIUM
NSFAS007885,Kagiso Khumalo,University of Stellenbosch,Arts,2,40.0,63.0,4,0,100,HIGH
NSFAS007886,Zanele Mokoena,North-West University,Commerce,4,75.0,95.0,1,5,0,LOW
NSFAS007887,Lindiwe Mhlongo,University of the Free State,Education,1,40.0,65.0,3,0,100,HIGH
NSFAS007888,Zanele Mahlangu,University of the Free State,Science,4,40.0,37.0,3,5,100,HIGH
NSFAS007889,Mpho Ngcobo,University of the Free State,Education,2,47.16,33.0,4,3,100,HIGH
NSFAS007890,Tshepo Mabaso,University of the Free State,Science,1,71.37,92.0,1,4,0,LOW
NSFAS007891,Thabo Mahlangu,University of Pretoria,Engineering,2,47.12,21.0,3,0,100,HIGH
NSFAS007892,Phumzile Ngcobo,University of the Witwatersrand,Commerce,3,40.0,49.0,2,1,80,HIGH
NSFAS007893,Busisiwe Mabaso,University of the Free State,Commerce,1,75.0,85.0,1,3,0,LOW
NSFAS007894,Tshepo Mabaso,University of Stellenbosch,Science,1,40.0,33.0,2,4,80,HIGH
NSFAS007895,Sibusiso Khumalo,University of the Free State,Engineering,3,40.0,34.0,4,1,100,HIGH
NSFAS007896,Themba Molefe,University of Stellenbosch,Commerce,4,64.26,0.0,0,3,40,MEDIUM
NSFAS007897,Phumzile Dlamini,University of Johannesburg,Commerce,2,60.73,73.0,1,3,0,LOW
NSFAS007898,Busisiwe Mahlangu,University of Stellenbosch,Commerce,4,40.0,55.0,3,4,100,HIGH
NSFAS007899,Mpho Mkhize,University of Pretoria,Arts,2,40.0,45.0,4,0,100,HIGH
NSFAS007900,Andile Nkosi,University of Stellenbosch,Law,4,40.0,65.0,3,4,100,HIGH
NSFAS007901,Andile Mahlangu,North-West University,Arts,2,52.62,63.0,1,0,40,MEDIUM
NSFAS007902,Lerato Mkhize,University of Johannesburg,Education,3,41.53,51.0,1,0,80,HIGH
NSFAS007903,Sibusiso Mhlongo,North-West University,Law,1,40.0,27.0,2,0,80,HIGH
NSFAS007904,Andile Mhlongo,University of Johannesburg,Arts,4,30.0,51.0,4,1,100,HIGH
NSFAS007905,Sibusiso Mthembu,University of Pretoria,Commerce,2,30.0,49.0,3,5,100,HIGH
NSFAS007906,Lerato Mhlongo,University of the Witwatersrand,Science,2,40.0,46.0,3,1,100,HIGH
NSFAS007907,Zanele Molefe,University of Cape Town,Science,3,30.0,42.0,2,3,80,HIGH
NSFAS007908,Nomsa Mabaso,University of Stellenbosch,Commerce,1,74.49,85.0,1,4,0,LOW
NSFAS007909,Sipho Mthethwa,University of Stellenbosch,Arts,1,40.0,43.0,3,4,100,HIGH
NSFAS007910,Phumzile Zulu,North-West University,Science,3,40.0,27.0,3,4,100,HIGH
NSFAS007911,Lindiwe Mthethwa,University of the Witwatersrand,Commerce,2,40.0,47.0,1,3,80,HIGH
NSFAS007912,Sipho Ngcobo,University of the Free State,Science,4,47.48,46.0,4,3,100,HIGH
NSFAS007913,Thabo Zulu,University of Johannesburg,Engineering,1,40.0,36.0,2,3,80,HIGH
NSFAS007914,Nokuthula Mthembu,University of KwaZulu-Natal,Education,2,73.1,84.0,0,5,0,LOW
NSFAS007915,Nokuthula Mthembu,University of KwaZulu-Natal,Education,3,30.0,55.0,4,5,100,HIGH
NSFAS007916,Zanele Mahlangu,University of Johannesburg,Education,1,48.34,27.0,4,1,100,HIGH
NSFAS007917,Thabo Molefe,University of the Witwatersrand,Commerce,4,40.0,40.0,4,4,100,HIGH
NSFAS007918,Kagiso Molefe,University of Stellenbosch,Education,1,45.64,38.0,1,0,80,HIGH
NSFAS007919,Kagiso Mthembu,University of the Witwatersrand,Engineering,2,40.0,53.0,3,0,100,HIGH
NSFAS007920,Phumzile Mabaso,North-West University,Engineering,1,40.0,39.0,2,2,80,HIGH
NSFAS007921,Busisiwe Ngcobo,University of Johannesburg,Arts,3,42.37,48.0,2,4,80,HIGH
NSFAS007922,Busisiwe Mokoena,North-West University,Engineering,3,75.0,93.0,1,5,0,LOW
NSFAS007923,Thabo Mokoena,University of Cape Town,Arts,2,55.49,85.0,1,0,0,LOW
NSFAS007924,Thabo Mokoena,University of Cape Town,Education,4,51.89,69.0,1,1,40,MEDIUM
NSFAS007925,Mpho Zulu,North-West University,Science,2,49.0,49.0,4,3,100,HIGH
NSFAS007926,Sibusiso Ngcobo,University of Pretoria,Engineering,2,30.0,44.0,2,1,80,HIGH
NSFAS007927,Phumzile Dlamini,University of KwaZulu-Natal,Education,3,52.15,70.0,0,3,0,LOW
NSFAS007928,Sipho Dlamini,University of Cape Town,Arts,3,65.31,0.0,0,5,40,MEDIUM
NSFAS007929,Sibusiso Mabaso,University of the Witwatersrand,Education,4,40.0,54.0,4,1,100,HIGH
NSFAS007930,Sibusiso Mthethwa,University of KwaZulu-Natal,Commerce,3,40.0,29.0,3,1,100,HIGH
NSFAS007931,Busisiwe Mthembu,North-West University,Arts,2,53.72,79.0,0,2,0,LOW
NSFAS007932,Kagiso Mabaso,University of Cape Town,Commerce,4,71.78,79.0,0,2,0,LOW
NSFAS007933,Busisiwe Mthembu,North-West University,Science,4,40.0,21.0,3,4,100,HIGH
NSFAS007934,Lerato Mahlangu,University of Stellenbosch,Education,2,40.0,43.0,3,4,100,HIGH
NSFAS007935,Phumzile Dlamini,University of Cape Town,Education,3,71.52,82.0,1,2,0,LOW
NSFAS007936,Nomsa Mkhize,University of Cape Town,Arts,2,44.48,31.0,4,4,100,HIGH
NSFAS007937,Mpho Khumalo,University of Pretoria,Science,2,40.0,44.0,1,1,80,HIGH
NSFAS007938,Lerato Mabaso,North-West University,Science,3,40.0,56.0,2,0,80,HIGH
NSFAS007939,Lerato Mthembu,University of KwaZulu-Natal,Commerce,4,41.87,45.0,3,3,100,HIGH
NSFAS007940,Busisiwe Mabaso,University of KwaZulu-Natal,Law,4,40.0,42.0,1,5,80,HIGH
NSFAS007941,Sibusiso Dlamini,University of the Witwatersrand,Education,1,48.55,47.0,3,1,100,HIGH
NSFAS007942,Nokuthula Mhlongo,University of the Witwatersrand,Engineering,2,55.95,64.0,0,5,40,MEDIUM
NSFAS007943,Andile Mahlangu,University of the Free State,Law,4,75.0,77.0,1,4,0,LOW
NSFAS007944,Sibusiso Dlamini,University of KwaZulu-Natal,Law,4,40.0,20.0,2,2,80,HIGH
NSFAS007945,Lindiwe Mokoena,North-West University,Engineering,2,60.62,77.0,0,1,0,LOW
NSFAS007946,Nomsa Mthembu,University of the Witwatersrand,Arts,2,74.1,90.0,0,3,0,LOW
NSFAS007947,Nokuthula Zulu,North-West University,Law,2,62.82,58.0,2,3,40,MEDIUM
NSFAS007948,Nokuthula Mkhize,University of the Witwatersrand,Arts,1,49.0,45.0,2,1,80,HIGH
NSFAS007949,Lindiwe Mkhize,University of Cape Town,Education,1,75.0,95.0,1,0,0,LOW
NSFAS007950,Andile Ngcobo,University of Stellenbosch,Arts,1,40.0,36.0,1,4,80,HIGH
NSFAS007951,Mpho Zulu,North-West University,Commerce,2,95.0,80.0,0,5,0,LOW
NSFAS007952,Lerato Ngcobo,University of Stellenbosch,Arts,4,30.0,58.0,1,5,80,HIGH
NSFAS007953,Sipho Mhlongo,University of the Free State,Education,1,47.66,45.0,3,2,100,HIGH
NSFAS007954,Thabo Mhlongo,North-West University,Engineering,4,75.0,91.0,0,0,0,LOW
NSFAS007955,Busisiwe Mkhize,University of the Free State,Education,1,40.0,59.0,2,5,80,HIGH
NSFAS007956,Sipho Mthembu,University of the Witwatersrand,Engineering,4,67.15,57.0,1,1,40,MEDIUM
NSFAS007957,Andile Mthembu,University of Stellenbosch,Commerce,1,75.0,86.0,1,0,0,LOW
NSFAS007958,Nomsa Mthethwa,University of the Free State,Law,4,53.39,78.0,1,4,0,LOW
NSFAS007959,Tshepo Dlamini,University of Stellenbosch,Science,2,72.66,85.0,1,0,0,LOW
NSFAS007960,Themba Molefe,University of the Witwatersrand,Law,4,43.88,47.0,2,2,80,HIGH
NSFAS007961,Busisiwe Khumalo,North-West University,Education,3,41.44,41.0,3,0,100,HIGH
NSFAS007962,Tshepo Mabaso,University of Johannesburg,Engineering,3,95.0,87.0,1,2,0,LOW
NSFAS007963,Kagiso Mhlongo,University of the Witwatersrand,Science,3,76.89,85.0,1,3,0,LOW
NSFAS007964,Busisiwe Mahlangu,University of Johannesburg,Education,3,75.0,78.0,1,5,0,LOW
NSFAS007965,Andile Mabaso,University of KwaZulu-Natal,Engineering,2,75.0,86.0,0,1,0,LOW
NSFAS007966,Tshepo Mthembu,University of Pretoria,Law,4,49.0,27.0,3,0,100,HIGH
NSFAS007967,Lerato Mabaso,University of the Free State,Arts,2,40.0,29.0,4,0,100,HIGH
NSFAS007968,Kagiso Khumalo,University of the Witwatersrand,Education,2,49.53,52.0,2,1,80,HIGH
NSFAS007969,Phumzile Mkhize,University of Cape Town,Science,3,40.0,55.0,1,0,80,HIGH
NSFAS007970,Themba Zulu,University of Cape Town,Arts,3,30.0,46.0,4,1,100,HIGH
NSFAS007971,Mpho Molefe,University of Stellenbosch,Commerce,2,40.0,35.0,1,0,80,HIGH
NSFAS007972,Nokuthula Mthethwa,University of Johannesburg,Education,4,48.49,50.0,1,0,80,HIGH
NSFAS007973,Nomsa Mthembu,North-West University,Commerce,1,40.0,62.0,1,1,80,HIGH
NSFAS007974,Themba Mthembu,North-West University,Science,2,40.0,58.0,1,4,80,HIGH
NSFAS007975,Lindiwe Mhlongo,University of the Free State,Commerce,3,75.0,86.0,0,2,0,LOW
NSFAS007976,Lindiwe Khumalo,University of Johannesburg,Arts,3,75.0,79.0,0,4,0,LOW
NSFAS007977,Andile Mahlangu,University of KwaZulu-Natal,Science,3,75.0,87.0,1,0,0,LOW
NSFAS007978,Nokuthula Mthethwa,University of Pretoria,Science,3,43.89,23.0,1,4,80,HIGH
NSFAS007979,Phumzile Mokoena,University of the Witwatersrand,Engineering,3,44.13,24.0,2,3,80,HIGH
NSFAS007980,Mpho Zulu,North-West University,Science,3,75.0,93.0,0,1,0,LOW
NSFAS007981,Nokuthula Ngcobo,University of the Free State,Arts,1,58.37,77.0,0,2,0,LOW
NSFAS007982,Sipho Ngcobo,University of Johannesburg,Law,3,75.0,83.0,1,5,0,LOW
NSFAS007983,Thabo Mkhize,University of Stellenbosch,Commerce,3,30.0,21.0,2,5,80,HIGH
NSFAS007984,Mpho Dlamini,University of Johannesburg,Law,1,40.0,30.0,3,5,100,HIGH
NSFAS007985,Andile Ngcobo,University of KwaZulu-Natal,Engineering,4,75.0,83.0,0,0,0,LOW
NSFAS007986,Tshepo Mabaso,University of KwaZulu-Natal,Science,2,54.94,58.0,2,4,40,MEDIUM
NSFAS007987,Busisiwe Mkhize,University of the Free State,Engineering,3,40.0,29.0,3,2,100,HIGH
NSFAS007988,Tshepo Mkhize,University of the Free State,Commerce,1,59.85,67.0,1,0,40,MEDIUM
NSFAS007989,Busisiwe Mhlongo,University of KwaZulu-Natal,Law,1,66.46,81.0,1,1,0,LOW
NSFAS007990,Sibusiso Mabaso,University of Cape Town,Education,3,40.0,50.0,4,1,100,HIGH
